Id,SalePrice
1461,117369.01540971026
1462,138527.01975730024
1463,183457.87931355453
1464,195032.1335312169
1465,205065.09056527648
1466,177690.11927327164
1467,165832.85947196887
1468,178377.65637569944
1469,168630.3125138511
1470,116856.01457508349
1471,175254.50700176196
1472,98387.52995501658
1473,103183.1339570438
1474,148566.88294629977
1475,142472.69920525464
1476,393111.5024456158
1477,266545.3255492162
1478,296937.85026099376
1479,301605.5828303701
1480,460213.829199173
1481,408258.7022219245
1482,223969.4552119402
1483,184819.68835516734
1484,171178.42963845344
1485,150607.6183424667
1486,203929.19863242225
1487,346372.16605837626
1488,238466.46350034623
1489,207108.50331335442
1490,223344.76227990747
1491,186712.12238089982
1492,82028.07776454925
1493,189792.23156740793
1494,286265.58068562637
1495,300371.22136749706
1496,220181.91838678374
1497,173545.34580520767
1498,153429.36441305652
1499,156095.76297396253
1500,156624.99963547324
1501,167552.11616572557
1502,151925.59857491447
1503,221692.05077892327
1504,234689.8179880837
1505,230749.09121830022
1506,200529.4004466368
1507,247987.169269051
1508,172734.77822258061
1509,168548.05812579257
1510,141496.89623739733
1511,143554.33693726073
1512,166374.7335583674
1513,152285.11465298125
1514,156308.1571074418
1515,209970.67023454857
1516,130932.43042479402
1517,165451.27048881585
1518,136674.90579684233
1519,200509.6206171158
1520,132493.25152171534
1521,132657.98524172083
1522,176076.2568921142
1523,124045.96122449377
1524,129535.63529791935
1525,123706.58697917341
1526,109852.07800320053
1527,109426.42757489166
1528,129422.11380534718
1529,154059.98921259813
1530,139824.75171826317
1531,114326.8928865012
1532,86977.64424891263
1533,150395.46014250215
1534,120506.77374013158
1535,153421.49507495825
1536,123974.39654387235
1537,85022.43681028805
1538,119170.41724117538
1539,178850.99744190314
1540,110282.29355115359
1541,139804.47246133306
1542,165974.57922625705
1543,160677.63443461535
1544,74796.21669711961
1545,109787.95143438234
1546,129066.19063049954
1547,116502.60365030832
1548,108577.40332605898
1549,124594.96429901954
1550,127074.38114767161
1551,100167.20146837307
1552,127949.5280581939
1553,158665.14687430084
1554,128669.27198966735
1555,204786.1684866901
1556,104091.65736898253
1557,119584.3127816444
1558,101393.52729000783
1559,124568.95835292859
1560,123450.90704146976
1561,134461.94816894789
1562,134740.6603862657
1563,123646.24594599448
1564,142007.63865933276
1565,155713.7486537254
1566,204526.28797634714
1567,72702.70892712662
1568,231180.91655256235
1569,135900.48856454066
1570,143847.1236732391
1571,153152.07511249717
1572,129314.11341503808
1573,191230.9488487894
1574,146582.72219762523
1575,204572.01211749893
1576,208784.44782073423
1577,188336.72270716904
1578,129646.11976969041
1579,157619.95266671613
1580,201506.6882609363
1581,155485.59618249352
1582,123356.07918087588
1583,269295.30633480207
1584,230409.6813947696
1585,145253.1823567231
1586,68070.28526823288
1587,117437.83731517542
1588,127322.50375720648
1589,99673.05312183862
1590,142055.13497137153
1591,110603.48794256736
1592,113567.41797721223
1593,99293.18826040962
1594,111672.98496624324
1595,137844.55449435857
1596,210517.14196201265
1597,198267.80546454946
1598,176842.7716903331
1599,148994.43518687674
1600,161225.4018508118
1601,73613.9997902053
1602,112818.54246482642
1603,98409.87677478176
1604,250393.13966430834
1605,216683.6022404355
1606,164017.4756471328
1607,189104.96761631183
1608,208277.01344930648
1609,211628.59972903697
1610,205870.24855361902
1611,145795.70936208082
1612,190230.33998999454
1613,179758.5072907702
1614,119379.14678336705
1615,105771.43449839341
1616,105771.43449839341
1617,96637.09834770027
1618,132460.39378601915
1619,122270.9432816701
1620,168817.22052826878
1621,152725.13442213403
1622,132618.9261845335
1623,211599.90390538887
1624,216557.19336234915
1625,114222.04427044887
1626,161199.8640550825
1627,203924.7485282216
1628,219527.58100973524
1629,152977.39275384782
1630,411286.4033861156
1631,237674.4197807381
1632,297419.06811125117
1633,141454.5304138157
1634,192406.28174951355
1635,167943.68473154554
1636,174392.1302510643
1637,183418.63664155838
1638,200617.4041311636
1639,190531.68086240068
1640,257680.22751313678
1641,195651.28727777398
1642,252069.83165164996
1643,246447.49219630484
1644,242741.33713467835
1645,188683.3722162188
1646,165761.27954730575
1647,152160.0138410927
1648,137915.3145778542
1649,137011.31709376338
1650,115803.79190194677
1651,123623.03402436993
1652,101199.34274752608
1653,101097.33519451249
1654,138122.31571748437
1655,143231.9439453011
1656,142075.62712335892
1657,137587.50942526144
1658,141315.28314242628
1659,124870.29616819997
1660,153640.64129672523
1661,413836.9700972761
1662,335326.46991735854
1663,342314.9271388513
1664,459556.62743912754
1665,310797.3189036945
1666,296459.3985674973
1667,338572.91564563167
1668,311892.50042269705
1669,254129.08001319674
1670,309476.7553277358
1671,307423.2802693923
1672,407582.61496087234
1673,296292.0569744869
1674,257669.69505709995
1675,216976.1657557047
1676,211379.87490438396
1677,222110.42353572612
1678,412504.47068322706
1679,358685.1912038756
1680,334195.5063466683
1681,245071.04480531224
1682,290876.4385642808
1683,233716.70631700466
1684,188685.38381135985
1685,189113.6873244558
1686,170627.19784308958
1687,153224.97870465106
1688,209674.22512216412
1689,203826.7474340427
1690,197154.8238265079
1691,186247.08891904724
1692,214197.15772876702
1693,150607.6183424667
1694,200739.77575169547
1695,153609.2614970119
1696,242526.2950397133
1697,155178.68859118718
1698,321744.75742182956
1699,305894.20699994755
1700,269636.9889645646
1701,281251.24109270587
1702,270231.3468834883
1703,254343.3119548489
1704,267453.0386872645
1705,225049.00383873377
1706,370975.9471167645
1707,237978.50296252847
1708,221865.96655492033
1709,237669.61396388538
1710,227760.31088637162
1711,238197.0189590741
1712,282694.6055148164
1713,255647.5709422814
1714,235709.26180407873
1715,219021.36196881914
1716,176340.11609164448
1717,173839.18112739472
1718,167396.82606405907
1719,190503.10095353815
1720,200186.61981938148
1721,166581.7273138372
1722,163736.20947581017
1723,167740.42696646295
1724,212900.71014301857
1725,204482.63893701535
1726,174948.46719527486
1727,163651.36098416944
1728,178538.41016647388
1729,158698.4985629025
1730,149693.67407242424
1731,132064.69110220225
1732,122622.25744468407
1733,112549.8274339643
1734,123306.59704381406
1735,139717.01233803242
1736,127628.16130518894
1737,245189.893677888
1738,245782.35903168592
1739,206340.90293049425
1740,266614.49385866907
1741,197048.44037537824
1742,167552.11616572557
1743,166049.64598526733
1744,248272.4789523958
1745,232995.94871723806
1746,231127.18934542566
1747,220983.65355473032
1748,224417.6937973596
1749,159871.06395051334
1750,149090.93541587825
1751,242083.97346969464
1752,114762.83379913315
1753,157224.68135770768
1754,218421.50161214353
1755,166339.1582562019
1756,124023.19157948226
1757,123481.90944133843
1758,150112.8974259086
1759,147647.6409674552
1760,155783.32776399775
1761,149433.81091197606
1762,151661.355975688
1763,197534.28608747548
1764,126201.01584291368
1765,166464.629098855
1766,166446.36426067204
1767,175864.68251034376
1768,132389.8750250238
1769,156545.89941197372
1770,126953.09875155427
1771,133883.26641274197
1772,152674.25071981622
1773,133748.77801491518
1774,169932.7438739384
1775,130743.69848097918
1776,133904.5611230116
1777,95542.37183493118
1778,138103.6983692037
1779,135714.8088342
1780,181810.6613660916
1781,127649.8224423481
1782,102406.10337176395
1783,154953.79053246474
1784,130249.50404597589
1785,107705.47220470663
1786,133697.22513240995
1787,156694.7911986595
1788,67520.92198155873
1789,70006.61135521112
1790,89587.87433581441
1791,154839.1935845579
1792,152156.1610197007
1793,117421.89233489303
1794,131282.36333911738
1795,135625.36602131458
1796,124744.70624482069
1797,103113.2644912089
1798,123817.53849650352
1799,111052.150390688
1800,149123.8006230891
1801,132030.30869158305
1802,153244.1335537308
1803,173930.58437579634
1804,124005.04397382482
1805,131043.11540874805
1806,127497.45262779623
1807,99118.12190075823
1808,119233.80191562745
1809,147430.79378907816
1810,131458.95738043278
1811,110554.16939052862
1812,93412.56469640855
1813,118437.59696308766
1814,83116.53339450144
1815,65397.853839079755
1816,92197.17323801821
1817,119913.59344977734
1818,134248.3897765612
1819,139482.5469771573
1820,90540.1821708534
1821,122087.59786444767
1822,148620.9446298832
1823,66406.63594554174
1824,114316.61467172096
1825,156153.8523778733
1826,118744.53174425273
1827,127024.89669327722
1828,133501.6688317042
1829,111462.47663717507
1830,139653.26194734988
1831,158053.10939460323
1832,87155.68961401247
1833,142105.16464075525
1834,154841.03077869155
1835,121768.63088123284
1836,131065.06197518358
1837,106257.11355873961
1838,125918.20790335356
1839,116614.52367947745
1840,126064.74171723964
1841,124894.31513113767
1842,90462.01042540121
1843,123637.52259383936
1844,138250.28520132237
1845,126677.07852029536
1846,163882.8816159013
1847,292230.16252566094
1848,72485.38705493491
1849,122718.00702129501
1850,117162.93760690774
1851,144654.42812211107
1852,117859.49337398678
1853,121561.05799702936
1854,155815.28292628838
1855,164526.49724321006
1856,214271.90045414938
1857,197800.19700256092
1858,150582.2800124604
1859,149584.42651817706
1860,143293.29014413763
1861,147939.83746117834
1862,183187.8379508596
1863,183187.8379508596
1864,183187.8379508596
1865,257181.52984187304
1866,245704.519828312
1867,211160.5044554831
1868,250159.21721919
1869,188006.97504576916
1870,193086.1026483516
1871,209678.24270539006
1872,188281.4600711535
1873,206405.9266408068
1874,149532.28397661445
1875,199631.05203136284
1876,200405.68436875375
1877,196986.3412925219
1878,210848.76834373476
1879,123506.67321803121
1880,123751.20882502687
1881,228608.14374128988
1882,232456.9432488841
1883,204834.3677550487
1884,208055.11047334698
1885,209229.54243349598
